53,1154.0782,605.8612,0.27450982,0.0,01-10 15:02:00:015
53,1157.5302,649.66284,0.28235295,0.0,01-10 15:02:00:032
53,1161.0592,690.59265,0.2784314,0.0,01-10 15:02:00:047
53,1164.0637,731.16907,0.2784314,0.0,01-10 15:02:00:064
53,1166.5365,770.6561,0.28235295,0.0,01-10 15:02:00:081
53,1168.5337,808.14075,0.2784314,0.0,01-10 15:02:00:097
53,1170.5371,845.667,0.2784314,0.0,01-10 15:02:00:113
53,1172.54,880.1814,0.28235295,0.0,01-10 15:02:00:131
53,1174.5375,914.13794,0.28627452,0.0,01-10 15:02:00:147
53,1176.0,944.51,0.28235295,0.0,01-10 15:02:00:163
53,1176.0,971.00183,0.28235295,0.0,01-10 15:02:00:180
53,1176.0,996.97144,0.2784314,0.0,01-10 15:02:00:196
53,1176.0,1022.4884,0.2784314,0.0,01-10 15:02:00:213
53,1175.4604,1044.9355,0.2784314,0.0,01-10 15:02:00:230
53,1173.4606,1065.3949,0.27450982,0.0,01-10 15:02:00:246
53,1171.4576,1084.8817,0.27058825,0.0,01-10 15:02:00:263
53,1167.9218,1101.3131,0.27058825,0.0,01-10 15:02:00:279
53,1163.9277,1115.2167,0.2627451,0.0,01-10 15:02:00:296
53,1158.3868,1125.6886,0.2627451,0.0,01-10 15:02:00:312
53,1150.2891,1134.1687,0.25882354,0.0,01-10 15:02:00:329
53,1137.2202,1142.6554,0.2627451,0.0,01-10 15:02:00:346
53,1112.8851,1154.246,0.26666668,0.0,01-10 15:02:00:362
53,1078.7355,1164.161,0.26666668,0.0,01-10 15:02:00:379
53,1037.2097,1169.0719,0.2784314,0.0,01-10 15:02:00:395
53,993.67175,1171.0,0.27450982,0.0,01-10 15:02:00:412
53,946.1578,1170.465,0.27450982,0.0,01-10 15:02:00:429
53,898.97406,1168.4573,0.27450982,0.0,01-10 15:02:00:445
53,851.5963,1167.4607,0.27450982,0.0,01-10 15:02:00:461
53,806.20404,1167.0,0.27450982,0.0,01-10 15:02:00:478
53,762.68335,1167.0,0.2784314,0.0,01-10 15:02:00:495
53,727.4011,1165.4625,0.2784314,0.0,01-10 15:02:00:511
53,698.5283,1163.4607,0.2784314,0.0,01-10 15:02:00:528
53,677.16504,1160.9255,0.27450982,0.0,01-10 15:02:00:544
