0.46926352,0.7278373,7.843405,01-20 18:36:50:498
0.25857377,0.5650316,7.8050976,01-20 18:36:50:518
0.06703765,0.46926352,8.236053,01-20 18:36:50:537
0.47884035,0.33518824,8.848969,01-20 18:36:50:558
0.2681506,0.59376204,9.32781,01-20 18:36:50:578
-0.641646,0.80445176,9.911995,01-20 18:36:50:598
-1.7717092,1.0726024,10.333375,01-20 18:36:50:618
-1.3790601,1.3503298,9.80665,01-20 18:36:50:638
-0.5746084,1.6184803,9.011775,01-20 18:36:50:658
-0.30645782,2.1547816,8.6574335,01-20 18:36:50:677
-0.45968673,2.1260512,9.595961,01-20 18:36:50:697
-0.61291564,1.8291701,10.457873,01-20 18:36:50:718
-1.13964,1.6089035,10.879252,01-20 18:36:50:738
-2.7389667,1.5801731,11.645397,01-20 18:36:50:758
-2.6144683,0.8714894,12.344504,01-20 18:36:50:778
-1.1875241,0.6991069,11.741165,01-20 18:36:50:798
-1.2354081,1.3120226,10.658986,01-20 18:36:50:818
-1.8004397,1.4269443,9.088389,01-20 18:36:50:838
-2.5091233,1.4173675,7.4603324,01-20 18:36:50:858
-3.064578,1.6089035,6.090849,01-20 18:36:50:878
-4.098873,1.5035586,5.410896,01-20 18:36:50:898
-3.6008794,1.7429788,4.8937483,01-20 18:36:50:918
-3.371036,2.0590134,4.8841715,01-20 18:36:50:938
-4.6351743,2.3654714,6.253655,01-20 18:36:50:958
-4.0892963,2.3463178,6.531382,01-20 18:36:50:978
-3.064578,2.183512,6.38773,01-20 18:36:50:998
-4.5394063,2.4708161,6.5122285,01-20 18:36:51:018
-5.449203,2.8538885,6.4068837,01-20 18:36:51:038
-5.1810527,2.4516625,7.2113357,01-20 18:36:51:058
-5.7843914,3.6583402,8.599973,01-20 18:36:51:078
-6.349423,3.016694,9.375694,01-20 18:36:51:098
-6.3111157,3.1890767,9.3661175,01-20 18:36:51:118
-6.4260373,3.122039,8.2169,01-20 18:36:51:138
-7.0006456,3.2273839,7.747637,01-20 18:36:51:158
-7.383718,3.169923,8.322245,01-20 18:36:51:178
-6.933608,2.719813,8.887277,01-20 18:36:51:198
-7.144298,2.3750482,8.743625,01-20 18:36:51:218
