2.27928,2.2026656,6.3206925,01-15 15:01:23:018,Walking
2.135628,2.135628,6.2345014,01-15 15:01:23:022,Walking
2.1068976,2.0207062,6.2823853,01-15 15:01:23:026,Walking
2.231396,1.8962077,6.5122285,01-15 15:01:23:030,Walking
2.4133554,1.685518,6.847417,01-15 15:01:23:034,Walking
2.4612393,1.436521,6.943185,01-15 15:01:23:038,Walking
2.4229321,1.1971009,6.9719152,01-15 15:01:23:042,Walking
2.3558946,0.92895025,7.019799,01-15 15:01:23:046,Walking
2.2888567,0.545878,7.0102224,01-15 15:01:23:050,Walking
2.1452048,0.35434186,7.0964136,01-15 15:01:23:054,Walking
2.030283,0.23942018,7.3645644,01-15 15:01:23:058,Walking
1.8962077,0.18195933,7.5082164,01-15 15:01:23:062,Walking
1.7812861,0.06703765,7.5944076,01-15 15:01:23:066,Walking
1.6567876,-0.08619126,7.6710224,01-15 15:01:23:070,Walking
1.6089035,-0.23942018,7.6614456,01-15 15:01:23:074,Walking
1.5801731,-0.40222588,7.5082164,01-15 15:01:23:079,Walking
1.6184803,-0.63206923,7.297527,01-15 15:01:23:082,Walking
1.7046716,-0.82360536,7.038953,01-15 15:01:23:086,Walking
1.8674773,-0.9959879,6.7612257,01-15 15:01:23:090,Walking
2.0685902,-1.0342951,6.5218053,01-15 15:01:23:096,Walking
2.27928,-1.0151415,6.2823853,01-15 15:01:23:098,Walking
2.480393,-0.94810385,5.9280434,01-15 15:01:23:102,Walking
2.6527755,-0.91937345,5.6215854,01-15 15:01:23:106,Walking
2.7485435,-0.91937345,5.3342814,01-15 15:01:23:112,Walking
2.8443117,-0.9672575,4.9416323,01-15 15:01:23:114,Walking
2.9400797,-1.0630256,4.5777135,01-15 15:01:23:118,Walking
2.96881,-1.1875241,4.1659107,01-15 15:01:23:122,Walking
3.0358477,-1.340753,3.763685,01-15 15:01:23:126,Walking
3.083732,-1.5035586,3.466804,01-15 15:01:23:130,Walking
3.122039,-1.6950948,3.2561142,01-15 15:01:23:134,Walking
3.1603463,-1.8962077,2.9879637,01-15 15:01:23:138,Walking
3.217807,-2.0973208,2.7964275,01-15 15:01:23:146,Walking
3.2848446,-2.336741,2.6910827,01-15 15:01:23:147,Walking
3.3806129,-2.528277,2.7006595,01-15 15:01:23:150,Walking
3.5242648,-2.6910827,2.7581203,01-15 15:01:23:154,Walking
3.6870706,-2.8634653,2.930503,01-15 15:01:23:158,Walking
3.9360676,-2.9879637,3.122039,01-15 15:01:23:162,Walking
4.185065,-3.122039,3.371036,01-15 15:01:23:166,Walking
4.453215,-3.3327289,3.7062242,01-15 15:01:23:170,Walking
4.6830587,-3.5242648,3.9743748,01-15 15:01:23:174,Walking
4.8362875,-3.763685,4.185065,01-15 15:01:23:178,Walking
4.9416323,-4.156334,4.31914,01-15 15:01:23:182,Walking
5.0278234,-4.4244847,4.2904096,01-15 15:01:23:186,Walking
5.104438,-4.673482,4.1276035,01-15 15:01:23:190,Walking
5.1906295,-4.9224787,3.763685,01-15 15:01:23:194,Walking
5.2768207,-5.0278234,3.41892,01-15 15:01:23:198,Walking
5.4204726,-5.1140146,3.016694,01-15 15:01:23:202,Walking
5.5258174,-5.171476,2.6431987,01-15 15:01:23:206,Walking
5.650316,-5.2289367,2.2505496,01-15 15:01:23:210,Walking
5.813122,-5.2959743,1.7525556,01-15 15:01:23:214,Walking
5.9567738,-5.449203,1.4077905,01-15 15:01:23:218,Walking
6.0716953,-5.6790466,1.1204864,01-15 15:01:23:222,Walking
5.631162,-6.2823853,0.90979666,01-15 15:01:23:226,Walking
5.583278,-6.3781533,0.81402856,01-15 15:01:23:230,Walking
5.755661,-6.2345014,0.80445176,01-15 15:01:23:234,Walking
6.244078,-6.1195793,0.78529817,01-15 15:01:23:238,Walking
6.9048777,-6.14831,0.641646,01-15 15:01:23:242,Walking
7.603985,-6.3685765,0.45968673,01-15 15:01:23:246,Walking
8.283937,-6.7708025,0.22984336,01-15 15:01:23:250,Walking
8.686164,-7.297527,0.10534488,01-15 15:01:23:254,Walking
8.944737,-7.9391727,-0.076614454,01-15 15:01:23:258,Walking
9.155427,-8.695741,-0.22984336,01-15 15:01:23:262,Walking
9.184157,-9.270349,-0.33518824,01-15 15:01:23:266,Walking
9.11712,-9.797073,-0.47884035,01-15 15:01:23:270,Walking
9.011775,-10.141838,-0.5363012,01-15 15:01:23:274,Walking
8.887277,-10.390836,-0.5267244,01-15 15:01:23:278,Walking
8.781932,-10.5919485,-0.47884035,01-15 15:01:23:282,Walking
8.772355,-10.745177,-0.4213795,01-15 15:01:23:286,Walking
8.858546,-10.898406,-0.36391866,01-15 15:01:23:290,Walking
9.011775,-11.118672,-0.22984336,01-15 15:01:23:294,Walking
9.14585,-11.434708,-0.05746084,01-15 15:01:23:298,Walking
9.251195,-11.808203,0.12449849,01-15 15:01:23:302,Walking
9.308656,-12.315774,0.32561144,01-15 15:01:23:306,Walking
9.433155,-12.717999,0.5650316,01-15 15:01:23:310,Walking
