-2.3558946,3.5434184,8.331821,01-15 15:02:35:590
-2.3175871,3.5913026,8.293514,01-15 15:02:35:594
-2.2984335,3.6296098,8.322245,01-15 15:02:35:602
-2.2601264,3.6870706,8.456321,01-15 15:02:35:603
-2.1739352,3.763685,8.628703,01-15 15:02:35:606
-2.1452048,3.7924154,8.781932,01-15 15:02:35:610
-2.0973208,3.8786068,8.983045,01-15 15:02:35:614
-1.9728222,3.9456444,9.165004,01-15 15:02:35:618
-1.8579005,4.0318356,9.308656,01-15 15:02:35:622
-1.7621324,4.0797195,9.442732,01-15 15:02:35:626
-1.7429788,4.0797195,9.509769,01-15 15:02:35:630
-1.7046716,4.10845,9.548077,01-15 15:02:35:635
-1.5993267,4.10845,9.509769,01-15 15:02:35:638
-1.4939818,4.0797195,9.452309,01-15 15:02:35:642
-1.4939818,4.0701427,9.32781,01-15 15:02:35:646
-1.4652514,4.0797195,9.165004,01-15 15:02:35:655
-1.484405,4.1371803,9.021352,01-15 15:02:35:656
-1.4748282,4.1659107,8.935161,01-15 15:02:35:658
-1.4173675,4.175488,8.829816,01-15 15:02:35:662
-1.292869,4.185065,8.695741,01-15 15:02:35:672
-1.1779473,4.1276035,8.6095495,01-15 15:02:35:674
-1.0630256,4.0892963,8.465898,01-15 15:02:35:675
-0.91937345,4.0222588,8.264784,01-15 15:02:35:678
-0.8523358,3.9743748,8.169016,01-15 15:02:35:685
-0.81402856,3.964798,8.1402855,01-15 15:02:35:686
-0.7757214,4.003105,8.121132,01-15 15:02:35:690
-0.7757214,4.0318356,8.159439,01-15 15:02:35:694
-0.7661445,4.0797195,8.197746,01-15 15:02:35:701
-0.7757214,4.10845,8.264784,01-15 15:02:35:702
-0.7374141,4.175488,8.42759,01-15 15:02:35:706
-0.7278373,4.213795,8.523358,01-15 15:02:35:710
-0.6991069,4.223372,8.552089,01-15 15:02:35:717
-0.6895301,4.213795,8.485051,01-15 15:02:35:718
-0.6512229,4.175488,8.37013,01-15 15:02:35:722
-0.60333884,4.185065,8.1881695,01-15 15:02:35:726
-0.5554548,4.185065,7.967903,01-15 15:02:35:730
-0.51714754,4.1946416,7.8625584,01-15 15:02:35:738
-0.49799395,4.2042184,7.785944,01-15 15:02:35:739
-0.49799395,4.223372,7.7667904,01-15 15:02:35:742
-0.5363012,4.31914,7.747637,01-15 15:02:35:746
-0.60333884,4.367024,7.776367,01-15 15:02:35:751
-0.7278373,4.462792,7.920019,01-15 15:02:35:754
-0.80445176,4.5202527,8.073248,01-15 15:02:35:758
-0.8619126,4.5298295,8.341399,01-15 15:02:35:762
-0.8523358,4.5298295,8.676587,01-15 15:02:35:767
-0.8331822,4.548983,8.963891,01-15 15:02:35:770
-0.79487497,4.5202527,9.299079,01-15 15:02:35:774
-0.9576807,4.5872903,9.481039,01-15 15:02:35:778
-1.0247183,4.5872903,9.710882,01-15 15:02:35:784
-0.33518824,4.673482,10.1226845,01-15 15:02:35:786
-0.095768064,4.5777135,10.43872,01-15 15:02:35:790
-0.1436521,4.4244847,10.582372,01-15 15:02:35:794
-0.30645782,4.223372,10.582372,01-15 15:02:35:801
-0.45010993,4.012682,10.46745,01-15 15:02:35:803
-0.5363012,3.8019924,10.295067,01-15 15:02:35:806
-0.59376204,3.6008794,9.998186,01-15 15:02:35:810
-0.61291564,3.4476504,9.682152,01-15 15:02:35:816
-0.58418524,3.3135753,9.308656,01-15 15:02:35:818
-0.46926352,3.1794999,8.839393,01-15 15:02:35:822
-0.35434186,3.083732,8.437167,01-15 15:02:35:826
-0.21068975,2.9879637,8.00621,01-15 15:02:35:837
-0.1340753,2.9592333,7.728483,01-15 15:02:35:838
-0.1340753,2.9975405,7.52737,01-15 15:02:35:839
-0.19153613,3.1124623,7.489063,01-15 15:02:35:842
-0.2777274,3.2465374,7.5561004,01-15 15:02:35:846
-0.35434186,3.4572272,7.680599,01-15 15:02:35:854
-0.45968673,3.6296098,7.824251,01-15 15:02:35:855
-0.51714754,3.8115692,7.9583263,01-15 15:02:35:858
-0.50757074,3.9552212,8.159439,01-15 15:02:35:862
-0.4213795,4.10845,8.456321,01-15 15:02:35:866
-0.31603462,4.223372,8.628703,01-15 15:02:35:870
-0.16280572,4.2999864,8.781932,01-15 15:02:35:874
-0.05746084,4.357447,8.963891,01-15 15:02:35:878
0.02873042,4.367024,9.069236,01-15 15:02:35:882
0.1436521,4.367024,9.155427,01-15 15:02:35:886
0.23942018,4.3382936,9.232041,01-15 15:02:35:890
0.34476504,4.2999864,9.308656,01-15 15:02:35:894
0.47884035,4.223372,9.404425,01-15 15:02:35:904
0.5746084,4.175488,9.519346,01-15 15:02:35:905
0.6895301,4.156334,9.643845,01-15 15:02:35:906
0.7757214,4.1276035,9.797073,01-15 15:02:35:910
0.90021986,4.0797195,9.873688,01-15 15:02:35:916
1.0151415,4.0701427,9.854534,01-15 15:02:35:918
1.1109096,4.0701427,9.749189,01-15 15:02:35:922
1.1779473,4.098873,9.624691,01-15 15:02:35:926
1.1683705,4.223372,9.77792,01-15 15:02:35:932
1.1587936,4.4340615,9.921572,01-15 15:02:35:934
1.283292,4.501099,9.643845,01-15 15:02:35:938
1.4748282,4.4819455,8.90643,01-15 15:02:35:942
1.4460979,4.4244847,7.929596,01-15 15:02:35:953
1.2066777,4.453215,7.2113357,01-15 15:02:35:954
0.7469909,4.5298295,6.646304,01-15 15:02:35:955
0.41180268,4.644751,6.397307,01-15 15:02:35:958
0.1436521,4.7979803,6.3302693,01-15 15:02:35:962
-0.076614454,4.999093,6.483498,01-15 15:02:35:970
-0.18195933,5.104438,6.6654577,01-15 15:02:35:971
-0.17238252,5.171476,6.799533,01-15 15:02:35:974
-0.1340753,5.209783,6.8569937,01-15 15:02:35:978
-0.06703765,5.1810527,6.7803793,01-15 15:02:35:986
0.02873042,5.2002063,6.7803793,01-15 15:02:35:988
0.15322891,5.2002063,6.9048777,01-15 15:02:35:990
0.2681506,5.2480903,7.0964136,01-15 15:02:35:994
0.34476504,5.2863975,7.345411,01-15 15:02:36:003
0.50757074,5.2959743,7.6614456,01-15 15:02:36:004
0.60333884,5.2480903,7.97748,01-15 15:02:36:006
0.6512229,5.2002063,8.312668,01-15 15:02:36:010
0.6895301,5.1235914,8.552089,01-15 15:02:36:015
0.6607997,5.0374002,8.839393,01-15 15:02:36:018
0.58418524,4.9224787,9.11712,01-15 15:02:36:022
0.48841715,4.865018,9.299079,01-15 15:02:36:026
0.35434186,4.7884035,9.471462,01-15 15:02:36:030
0.24899697,4.663905,9.576807,01-15 15:02:36:034
0.19153613,4.5681367,9.605537,01-15 15:02:36:038
0.22984336,4.4819455,9.605537,01-15 15:02:36:042
0.30645782,4.3957543,9.653421,01-15 15:02:36:047
0.38307226,4.367024,9.768343,01-15 15:02:36:050
0.39264908,4.405331,9.940725,01-15 15:02:36:054
0.41180268,4.4915223,10.093954,01-15 15:02:36:058
0.45010993,4.5872903,10.170568,01-15 15:02:36:065
0.5363012,4.673482,10.189722,01-15 15:02:36:067
0.6799533,4.673482,10.160992,01-15 15:02:36:070
0.7757214,4.663905,10.084377,01-15 15:02:36:074
0.8714894,4.654328,10.055647,01-15 15:02:36:078
0.90979666,4.673482,10.007763,01-15 15:02:36:082
0.8523358,4.663905,10.036493,01-15 15:02:36:086
0.80445176,4.5872903,9.988609,01-15 15:02:36:090
0.6991069,4.5298295,9.969456,01-15 15:02:36:094
0.5746084,4.501099,9.940725,01-15 15:02:36:098
0.45968673,4.453215,9.854534,01-15 15:02:36:102
0.41180268,4.405331,9.77792,01-15 15:02:36:106
0.31603462,4.3766007,9.682152,01-15 15:02:36:110
0.24899697,4.357447,9.56723,01-15 15:02:36:115
0.20111294,4.3478703,9.500193,01-15 15:02:36:118
0.1340753,4.367024,9.452309,01-15 15:02:36:122
0.05746084,4.3766007,9.394848,01-15 15:02:36:126
0.009576807,4.405331,9.385271,01-15 15:02:36:130
-0.02873042,4.3861775,9.471462,01-15 15:02:36:134
-0.047884032,4.367024,9.615114,01-15 15:02:36:138
-0.1340753,4.367024,9.758766,01-15 15:02:36:142
-0.24899697,4.367024,9.921572,01-15 15:02:36:146
-0.32561144,4.3287168,10.01734,01-15 15:02:36:150
-0.33518824,4.3766007,10.0269165,01-15 15:02:36:154
-0.29688102,4.4436383,10.036493,01-15 15:02:36:158
-0.21068975,4.453215,9.998186,01-15 15:02:36:165
-0.095768064,4.510676,9.921572,01-15 15:02:36:166
0.019153614,4.4915223,9.835381,01-15 15:02:36:170
0.095768064,4.510676,9.816227,01-15 15:02:36:174
0.16280572,4.4915223,9.797073,01-15 15:02:36:180
0.21068975,4.414908,9.749189,01-15 15:02:36:182
0.29688102,4.31914,9.720459,01-15 15:02:36:186
0.38307226,4.1659107,9.710882,01-15 15:02:36:190
0.4309563,4.003105,9.749189,01-15 15:02:36:198
0.4309563,3.8594532,9.835381,01-15 15:02:36:199
0.4405331,3.715801,10.01734,01-15 15:02:36:202
