60,1124.0305,993.33545,0.29411766,0.0,01-09 15:10:00:011
60,1126.5165,1033.2961,0.29803923,0.0,01-09 15:10:00:027
60,1128.0,1069.3002,0.29411766,0.0,01-09 15:10:00:044
60,1126.4888,1104.1791,0.29803923,0.0,01-09 15:10:00:061
60,1122.9734,1131.646,0.29411766,0.0,01-09 15:10:00:077
60,1118.437,1152.6891,0.29411766,0.0,01-09 15:10:00:094
60,1112.442,1170.1547,0.2901961,0.0,01-09 15:10:00:110
60,1104.9215,1183.1177,0.28235295,0.0,01-09 15:10:00:127
60,1096.3861,1193.0912,0.2784314,0.0,01-09 15:10:00:145
60,1081.8086,1202.5957,0.2784314,0.0,01-09 15:10:00:160
60,1056.6879,1212.5975,0.2784314,0.0,01-09 15:10:00:177
60,1017.1394,1220.547,0.28627452,0.0,01-09 15:10:00:194
60,966.509,1226.035,0.2901961,0.0,01-09 15:10:00:210
60,906.4118,1228.0,0.29411766,0.0,01-09 15:10:00:226
60,841.3838,1227.4819,0.29803923,0.0,01-09 15:10:00:243
60,777.9812,1226.0,0.29803923,0.0,01-09 15:10:00:260
60,718.07043,1226.0,0.30588236,0.0,01-09 15:10:00:276
60,663.6809,1227.5123,0.3019608,0.0,01-09 15:10:00:292
60,614.7337,1229.5111,0.3019608,0.0,01-09 15:10:00:309
60,570.27344,1231.5107,0.3019608,0.0,01-09 15:10:00:326
60,533.2262,1233.5161,0.3019608,0.0,01-09 15:10:00:342
60,501.36066,1235.0,0.3019608,0.0,01-09 15:10:00:359
60,473.3117,1235.0,0.3019608,0.0,01-09 15:10:00:375
60,450.33847,1234.4854,0.3019608,0.0,01-09 15:10:00:392
60,429.90674,1231.9813,0.3019608,0.0,01-09 15:10:00:408
60,411.93262,1227.9832,0.3019608,0.0,01-09 15:10:00:425
60,395.8969,1223.9742,0.29803923,0.0,01-09 15:10:00:442
60,381.3964,1218.4556,0.29411766,0.0,01-09 15:10:00:458
60,368.91736,1211.945,0.29803923,0.0,01-09 15:10:00:475
60,358.4353,1203.4353,0.29411766,0.0,01-09 15:10:00:491
60,346.91183,1187.3384,0.2901961,0.0,01-09 15:10:00:508
60,334.42188,1160.3103,0.29411766,0.0,01-09 15:10:00:524
60,320.92233,1116.6893,0.29803923,0.0,01-09 15:10:00:541
60,310.94623,1062.0831,0.3019608,0.0,01-09 15:10:00:558
60,304.45947,1001.0541,0.3019608,0.0,01-09 15:10:00:574
60,299.00705,937.60925,0.30980393,0.0,01-09 15:10:00:591
60,294.97058,873.04395,0.30588236,0.0,01-09 15:10:00:607
60,292.48926,807.6349,0.30588236,0.0,01-09 15:10:00:624
60,291.48608,744.0409,0.30588236,0.0,01-09 15:10:00:640
60,289.49246,680.7743,0.30980393,0.0,01-09 15:10:00:657
60,287.4894,618.68225,0.3019608,0.0,01-09 15:10:00:674
60,284.97488,564.16077,0.3019608,0.0,01-09 15:10:00:690
60,281.48737,515.2345,0.2901961,0.0,01-09 15:10:00:707
60,277.97147,478.2574,0.28235295,0.0,01-09 15:10:00:724
60,273.93784,449.15808,0.24313727,0.0,01-09 15:10:00:740
60,273.0,444.0,0.15294118,0.0,01-09 15:10:00:747
60,273.0,444.0,0.15294118,0.0,01-09 15:10:00:751
61,314.0,323.0,0.22352943,0.0,01-09 15:10:01:221
61,314.0,322.0,0.25882354,0.0,01-09 15:10:01:237
61,319.28046,320.53137,0.2627451,0.0,01-09 15:10:01:253
61,344.0,318.5,0.2627451,0.0,01-09 15:10:01:270
61,407.87653,311.89685,0.2627451,0.0,01-09 15:10:01:286
61,478.0,304.0,0.26666668,0.0,01-09 15:10:01:303
61,554.42523,294.89996,0.26666668,0.0,01-09 15:10:01:320
61,625.96436,286.89282,0.2627451,0.0,01-09 15:10:01:336
61,696.87134,278.9032,0.26666668,0.0,01-09 15:10:01:353
61,765.9897,270.94403,0.27058825,0.0,01-09 15:10:01:369
61,832.6522,263.43884,0.27450982,0.0,01-09 15:10:01:386
61,894.59674,257.9602,0.2784314,0.0,01-09 15:10:01:402
61,949.4196,254.48389,0.2784314,0.0,01-09 15:10:01:419
61,995.8643,253.0,0.28235295,0.0,01-09 15:10:01:436
61,1032.347,253.0,0.2784314,0.0,01-09 15:10:01:452
61,1060.207,253.51727,0.28235295,0.0,01-09 15:10:01:469
61,1080.6292,255.51434,0.28235295,0.0,01-09 15:10:01:485
61,1096.6215,257.51733,0.28235295,0.0,01-09 15:10:01:502
61,1107.6056,259.52112,0.28235295,0.0,01-09 15:10:01:518
61,1115.5688,263.04584,0.2784314,0.0,01-09 15:10:01:535
61,1121.0409,267.04083,0.2784314,0.0,01-09 15:10:01:552
61,1125.5492,273.0656,0.28235295,0.0,01-09 15:10:01:568
61,1130.0228,281.55695,0.28235295,0.0,01-09 15:10:01:585
61,1134.0242,294.09662,0.27450982,0.0,01-09 15:10:01:601
61,1138.033,312.68134,0.26666668,0.0,01-09 15:10:01:618
61,1142.0325,339.7437,0.27058825,0.0,01-09 15:10:01:634
61,1144.52,374.40082,0.27058825,0.0,01-09 15:10:01:651
61,1146.5165,419.39417,0.27450982,0.0,01-09 15:10:01:667
61,1147.0,471.99353,0.27058825,0.0,01-09 15:10:01:684
61,1147.0,530.4939,0.27058825,0.0,01-09 15:10:01:700
61,1147.0,594.3174,0.28235295,0.0,01-09 15:10:01:717
61,1148.0,657.73047,0.2784314,0.0,01-09 15:10:01:734
61,1148.0,755.43726,0.2784314,0.0,01-09 15:10:01:750
61,1148.0,782.3839,0.28627452,0.0,01-09 15:10:01:767
61,1148.5067,838.6677,0.2901961,0.0,01-09 15:10:01:783
61,1150.0,887.92017,0.28235295,0.0,01-09 15:10:01:800
61,1150.5059,933.1167,0.2901961,0.0,01-09 15:10:01:816
61,1151.5117,971.2108,0.2901961,0.0,01-09 15:10:01:834
